flow_id,src_ip,dst_ip,flow_duration,packet_rate,byte_rate,pkt_iat_mean,pkt_iat_std,packet_len_mean,packet_in_count,tcp_flags_syn_count,flow_active_ratio,rsu_channel_occupancy,label
989,10.0.4.219,192.168.1.244,29.7215,48.09,33410.89,13.37,2.31,1072.31,3,3,0.837,0.436,0
990,10.0.3.166,192.168.1.233,6.2973,56.7,1125044.95,21.7,8.76,1452.15,2,1,0.702,0.214,3
991,10.0.3.115,192.168.1.162,24.4178,49.64,71434.45,18.72,5.29,795.53,2,1,0.874,0.435,0
992,10.0.2.22,192.168.1.2,27.7912,66.16,37035.92,21.01,6.81,1223.82,1,0,0.799,0.427,0
993,10.0.3.51,192.168.1.88,5.8894,57.93,50496.44,18.91,3.89,815.15,3,2,0.792,0.395,0
994,10.0.3.104,192.168.1.239,15.1926,52.21,47469.48,22.67,0.38,1168.1,2,1,0.725,0.389,0
995,10.0.4.118,192.168.1.131,17.6434,57.35,33935.41,17.56,5.38,1238.83,0,1,0.889,0.281,0
996,10.0.1.104,192.168.1.228,1.9037,41.21,42865.49,19.94,3.71,878.02,2,0,0.709,0.237,0
997,10.0.3.33,192.168.1.140,6.7589,49.4,36716.48,20.83,7.75,957.85,1,1,0.885,0.32,0
998,10.0.3.122,192.168.1.125,3.6041,65.12,33607.12,27.11,3.16,1130.36,2,1,0.828,0.201,0
999,10.0.2.94,192.168.1.230,8.8943,60.67,55508.13,1.99,2.5,1045.86,4,24,0.716,0.319,2
1000,10.0.3.119,192.168.1.197,26.7211,1091.16,413695.56,0.92,6.59,1351.43,293,2,0.837,0.925,1
1001,10.0.4.249,192.168.1.141,1.8918,51.45,54805.0,22.3,3.58,1060.13,3,1,0.923,0.417,0
1002,10.0.4.57,192.168.1.173,6.8775,965.11,591093.32,0.98,7.17,915.62,309,3,0.797,0.572,1
1003,10.0.3.88,192.168.1.155,16.8641,48.48,44678.38,20.19,2.87,1035.43,0,1,0.728,0.278,0
1004,10.0.4.26,192.168.1.8,25.7168,49.19,58568.28,17.43,7.3,1036.9,0,2,0.945,0.302,0
1005,10.0.1.174,192.168.1.30,14.5534,52.71,1127691.55,28.97,1.11,1441.3,3,1,0.924,0.285,3
1006,10.0.1.109,192.168.1.167,21.5974,60.86,41790.78,17.95,4.92,948.73,2,1,0.713,0.42,0
1007,10.0.3.39,192.168.1.226,22.2205,1318.56,635184.95,0.76,8.72,1006.47,116,2,0.721,0.925,1
1008,10.0.2.37,192.168.1.29,4.1198,53.02,43867.46,4.88,7.9,831.68,1,64,0.892,0.389,2
1009,10.0.4.109,192.168.1.214,29.7158,657.79,523824.65,0.62,8.46,895.69,341,2,0.853,0.469,1
1010,10.0.4.142,192.168.1.163,7.0711,59.15,39269.41,27.13,4.19,857.98,3,1,0.717,0.204,0
1011,10.0.1.140,192.168.1.124,18.1877,49.63,49890.99,18.57,3.9,893.49,1,0,0.743,0.217,0
1012,10.0.2.112,192.168.1.43,20.8309,52.82,49358.21,25.65,8.35,919.61,3,1,0.84,0.231,0
1013,10.0.1.151,192.168.1.236,5.5057,1554.8,556222.56,0.84,7.1,866.09,177,2,0.722,0.702,1
1014,10.0.2.53,192.168.1.244,27.7321,54.36,28778.67,15.92,7.5,978.2,1,1,0.886,0.359,0
1015,10.0.1.77,192.168.1.124,8.0398,50.71,41463.2,20.19,7.01,867.54,2,1,0.799,0.363,0
1016,10.0.4.100,192.168.1.242,7.8779,60.48,60250.15,23.53,3.42,872.37,2,0,0.87,0.395,0
1017,10.0.1.232,192.168.1.174,12.8459,1065.19,599967.54,0.9,6.19,1083.19,139,0,0.775,0.879,1
1018,10.0.3.123,192.168.1.79,20.9237,47.99,54683.92,20.76,4.42,893.7,4,0,0.728,0.388,0
1019,10.0.2.147,192.168.1.2,19.7849,59.04,63965.92,3.0,6.92,924.57,2,57,0.831,0.203,2
1020,10.0.4.245,192.168.1.131,7.4933,51.69,1481913.05,19.45,1.73,1451.14,2,3,0.714,0.213,3
1021,10.0.2.61,192.168.1.99,28.5489,59.8,1198674.18,20.56,6.06,1440.9,2,2,0.799,0.35,3
1022,10.0.4.76,192.168.1.144,16.6459,46.74,40541.99,20.1,3.61,965.63,2,1,0.868,0.429,0
1023,10.0.4.117,192.168.1.93,13.8188,47.79,36434.55,21.02,2.63,926.8,2,1,0.825,0.232,0
1024,10.0.2.3,192.168.1.30,8.6848,51.83,1478302.4,18.82,5.78,1482.32,4,1,0.857,0.317,3
1025,10.0.3.158,192.168.1.101,9.8664,56.04,47447.94,27.56,9.42,1018.81,3,0,0.733,0.37,0
1026,10.0.1.237,192.168.1.236,25.9314,1033.43,493156.91,0.96,6.49,1214.06,194,0,0.8,0.848,1
1027,10.0.1.144,192.168.1.155,24.6358,704.02,907561.28,0.14,5.69,1056.16,171,1,0.837,0.829,1
1028,10.0.2.232,192.168.1.44,25.71,17.5,71120.89,2.6,3.15,1067.89,2,52,0.92,0.387,2
1029,10.0.3.53,192.168.1.214,10.5612,51.89,54180.91,16.63,5.99,875.05,2,0,0.78,0.375,0
1030,10.0.2.36,192.168.1.205,14.9255,42.63,35644.98,17.37,4.65,1027.65,2,0,0.722,0.254,0
1031,10.0.4.63,192.168.1.54,10.6883,49.88,40634.63,20.55,2.24,1169.17,2,3,0.851,0.301,0
1032,10.0.2.116,192.168.1.110,3.721,1150.53,670436.24,0.74,2.8,996.86,258,2,0.791,0.495,1
1033,10.0.4.65,192.168.1.247,22.6794,681.35,761812.86,0.72,4.03,1001.8,386,1,0.928,0.456,1
1034,10.0.1.35,192.168.1.33,22.2209,881.24,372207.16,0.87,5.15,832.87,121,0,0.851,0.62,1
1035,10.0.4.101,192.168.1.190,25.7033,46.92,50309.48,12.47,7.03,1094.1,1,1,0.728,0.227,0
1036,10.0.3.98,192.168.1.52,22.4967,54.22,55571.85,12.26,5.65,946.91,3,1,0.923,0.218,0
1037,10.0.1.84,192.168.1.64,29.0542,1161.91,633234.14,1.0,4.74,972.36,185,2,0.929,0.653,1
1038,10.0.4.238,192.168.1.49,11.5626,55.14,43385.12,20.37,3.75,890.56,2,0,0.847,0.365,0
1039,10.0.1.116,192.168.1.58,10.1438,45.92,55850.81,15.55,7.21,909.04,3,2,0.722,0.406,0
1040,10.0.4.180,192.168.1.139,22.5575,53.15,58058.98,19.85,5.45,1207.51,2,2,0.919,0.444,0
1041,10.0.4.69,192.168.1.127,3.3435,54.73,52666.82,18.88,7.79,1116.92,1,0,0.822,0.344,0
1042,10.0.1.129,192.168.1.2,3.4785,44.16,46277.43,18.38,4.55,1138.33,6,1,0.92,0.335,0
1043,10.0.4.35,192.168.1.200,1.4662,980.24,496428.82,0.75,3.98,831.92,136,3,0.768,0.842,1
1044,10.0.4.180,192.168.1.229,8.9676,43.51,51167.55,22.27,3.71,913.91,1,1,0.787,0.375,0
1045,10.0.2.187,192.168.1.23,5.6886,43.2,65915.01,25.32,2.77,1101.32,3,1,0.763,0.225,0
1046,10.0.1.194,192.168.1.218,14.4365,81.4,48504.15,25.19,2.52,1149.46,0,1,0.823,0.43,0
1047,10.0.3.137,192.168.1.239,28.5089,68.58,55910.48,17.32,4.15,767.76,1,2,0.841,0.226,0
1048,10.0.4.52,192.168.1.195,14.2565,51.97,1704842.62,26.49,3.42,1459.88,3,1,0.89,0.38,3
1049,10.0.1.144,192.168.1.136,4.3245,58.1,1402451.4,22.7,2.68,1468.62,1,0,0.846,0.321,3
1050,10.0.4.112,192.168.1.88,12.2763,53.86,59922.52,4.05,3.15,945.19,1,22,0.834,0.32,2
1051,10.0.3.33,192.168.1.24,11.3811,735.8,974807.99,0.97,2.99,1144.28,389,2,0.794,0.804,1
1052,10.0.4.73,192.168.1.161,1.4381,50.64,59468.61,16.26,3.31,1185.49,1,0,0.72,0.39,0
1053,10.0.4.118,192.168.1.133,10.4767,45.37,54422.74,14.47,2.31,1132.56,1,1,0.761,0.241,0
1054,10.0.1.249,192.168.1.43,28.0992,63.11,38585.84,22.5,2.5,1014.13,2,1,0.841,0.431,0
1055,10.0.3.157,192.168.1.237,28.9058,607.92,843646.04,0.21,5.45,1007.55,361,1,0.876,0.979,1
1056,10.0.3.113,192.168.1.203,20.0457,45.02,50055.2,20.32,5.38,734.62,3,0,0.927,0.322,0
1057,10.0.2.17,192.168.1.214,3.8785,51.2,50214.04,25.9,3.54,1102.29,3,3,0.9,0.234,0
1058,10.0.3.78,192.168.1.172,9.8331,53.36,51243.3,15.37,1.58,944.6,4,0,0.744,0.449,0
1059,10.0.2.192,192.168.1.102,12.0231,64.8,44448.75,9.21,3.37,914.49,2,0,0.762,0.445,0
1060,10.0.2.184,192.168.1.162,5.3615,42.68,27099.03,3.24,3.11,974.29,4,59,0.935,0.361,2
1061,10.0.1.215,192.168.1.12,28.2164,58.08,71868.06,25.12,3.02,1175.89,4,1,0.726,0.369,0
1062,10.0.4.206,192.168.1.97,4.5486,55.93,56301.08,19.71,4.52,1067.73,1,0,0.793,0.331,0
1063,10.0.2.11,192.168.1.32,14.5282,52.67,47527.2,24.23,8.33,778.31,2,1,0.831,0.34,0
1064,10.0.1.57,192.168.1.113,20.8265,54.74,30290.89,24.31,4.23,987.03,5,2,0.827,0.232,0
1065,10.0.2.61,192.168.1.3,14.1333,44.45,45099.42,2.45,7.0,941.8,2,35,0.939,0.35,2
1066,10.0.4.104,192.168.1.95,1.9409,60.97,1416141.9,24.14,6.34,1436.11,0,3,0.881,0.282,3
1067,10.0.1.32,192.168.1.54,14.4341,46.09,40332.65,18.59,4.48,1179.61,2,0,0.799,0.312,0
1068,10.0.3.48,192.168.1.28,10.4704,56.95,56369.7,18.22,4.26,941.14,2,3,0.945,0.291,0
1069,10.0.1.15,192.168.1.150,5.3829,77.01,1471550.21,24.68,4.06,1478.79,3,0,0.74,0.424,3
1070,10.0.4.117,192.168.1.31,29.3462,940.24,560699.64,0.87,7.29,955.95,300,1,0.917,0.637,1
1071,10.0.1.16,192.168.1.249,15.6108,40.39,45597.68,25.82,4.6,839.99,1,0,0.852,0.438,0
1072,10.0.2.133,192.168.1.67,17.9163,48.26,42743.83,21.79,5.67,1072.17,1,0,0.913,0.383,0
1073,10.0.1.167,192.168.1.249,8.8807,52.87,44424.18,23.13,4.82,986.59,1,1,0.753,0.388,0
1074,10.0.2.136,192.168.1.62,25.1291,39.61,61709.72,24.14,4.18,1074.33,1,0,0.862,0.3,0
1075,10.0.1.197,192.168.1.67,17.5466,54.8,59484.26,23.64,3.6,932.27,2,1,0.827,0.292,0
1076,10.0.3.134,192.168.1.219,27.4317,82.16,41254.25,2.77,5.8,1082.18,1,79,0.734,0.265,2
1077,10.0.2.66,192.168.1.132,11.1322,54.66,50070.98,23.97,2.57,1237.14,1,2,0.789,0.402,0
1078,10.0.2.64,192.168.1.44,17.3771,48.12,48845.17,18.67,3.67,1112.06,3,1,0.801,0.225,0
1079,10.0.4.221,192.168.1.9,13.9308,59.43,63951.84,21.02,3.6,1147.63,3,0,0.739,0.347,0
1080,10.0.1.147,192.168.1.47,28.0382,41.36,33428.24,22.14,4.43,976.34,1,1,0.796,0.289,0
1081,10.0.1.126,192.168.1.5,21.6035,58.06,42668.39,18.21,3.75,729.29,1,0,0.858,0.354,0
1082,10.0.3.180,192.168.1.230,26.9592,451.59,949802.69,0.16,3.45,1097.27,353,0,0.786,0.921,1
1083,10.0.2.52,192.168.1.44,27.8579,64.61,40796.1,20.83,5.9,814.13,4,2,0.824,0.374,0
1084,10.0.4.11,192.168.1.83,12.4754,58.66,1146597.78,19.6,7.56,1451.75,4,1,0.871,0.366,3
1085,10.0.1.33,192.168.1.224,7.55,49.18,68146.49,20.5,8.31,1033.05,5,0,0.718,0.28,0
1086,10.0.1.131,192.168.1.7,5.51,46.13,48440.97,12.79,5.16,1316.85,3,0,0.726,0.267,0
1087,10.0.4.91,192.168.1.17,22.6282,53.77,38360.32,24.58,3.7,1092.82,2,0,0.772,0.246,0
1088,10.0.3.20,192.168.1.31,22.1449,56.7,27131.52,13.34,2.28,794.04,3,0,0.726,0.419,0
1089,10.0.4.222,192.168.1.127,4.2538,52.99,1655881.71,17.76,3.43,1456.4,1,1,0.916,0.417,3
1090,10.0.2.119,192.168.1.67,23.5962,60.22,49720.34,12.69,6.02,847.51,1,0,0.783,0.201,0
1091,10.0.3.37,192.168.1.126,28.6531,43.47,45230.24,23.43,6.39,1028.72,0,1,0.803,0.409,0
1092,10.0.2.225,192.168.1.198,5.9283,50.8,1779060.57,20.44,4.5,1452.24,2,1,0.745,0.35,3
1093,10.0.4.104,192.168.1.108,4.5212,48.66,49909.17,15.58,4.56,736.39,2,1,0.713,0.392,0
1094,10.0.3.75,192.168.1.102,6.0595,950.75,980846.79,0.73,3.71,745.18,173,0,0.8,0.485,1
1095,10.0.4.160,192.168.1.55,3.3404,43.57,47304.71,2.31,8.36,704.32,1,30,0.869,0.274,2
1096,10.0.3.18,192.168.1.23,8.4188,49.35,42488.32,10.98,4.26,1054.85,2,3,0.843,0.251,0
1097,10.0.2.146,192.168.1.172,13.3705,40.93,52629.41,15.26,12.55,1022.41,2,1,0.937,0.218,0
1098,10.0.3.164,192.168.1.64,17.1309,43.85,60192.67,17.8,4.02,1004.38,1,1,0.762,0.369,0
1099,10.0.3.9,192.168.1.136,11.406,49.93,1470698.22,23.14,4.7,1479.92,2,3,0.836,0.443,3
1100,10.0.2.112,192.168.1.185,5.6277,64.63,53653.91,22.16,6.54,868.8,1,1,0.899,0.202,0
1101,10.0.3.48,192.168.1.222,4.4107,34.24,34680.39,28.51,6.52,1150.55,0,0,0.91,0.307,0
1102,10.0.3.211,192.168.1.248,13.586,42.61,44598.61,18.23,3.08,889.99,3,1,0.946,0.387,0
1103,10.0.4.153,192.168.1.87,20.1615,49.89,47756.98,19.06,1.46,1004.11,2,3,0.784,0.248,0
1104,10.0.3.6,192.168.1.144,3.9708,40.9,63910.42,14.31,3.69,816.37,2,2,0.927,0.438,0
1105,10.0.3.241,192.168.1.197,4.4751,36.42,58401.98,4.29,5.59,1096.62,0,55,0.77,0.448,2
1106,10.0.2.135,192.168.1.149,21.0859,57.4,42622.88,19.11,2.83,888.3,4,1,0.873,0.22,0
1107,10.0.4.210,192.168.1.59,3.5032,54.13,41075.35,24.69,7.96,1140.7,3,2,0.761,0.223,0
1108,10.0.3.220,192.168.1.111,22.7495,60.13,41969.07,26.05,6.79,984.64,3,1,0.702,0.24,0
1109,10.0.2.68,192.168.1.184,5.9957,56.09,41961.97,22.93,7.61,815.96,3,1,0.804,0.208,0
1110,10.0.2.153,192.168.1.39,24.0261,46.93,55596.13,20.69,5.67,883.29,1,0,0.758,0.366,0
1111,10.0.3.188,192.168.1.210,12.1841,1106.87,300315.33,0.81,6.28,886.05,233,1,0.749,0.724,1
1112,10.0.2.216,192.168.1.95,29.0089,549.58,626747.66,0.72,6.25,1294.17,364,1,0.849,0.671,1
1113,10.0.3.248,192.168.1.5,23.8025,33.4,66797.28,16.28,1.76,1006.78,1,1,0.717,0.326,0
1114,10.0.4.245,192.168.1.16,28.4877,51.76,1712715.04,20.61,4.25,1484.65,5,2,0.73,0.383,3
1115,10.0.2.185,192.168.1.69,23.5194,49.99,56579.7,24.14,4.63,1171.31,5,0,0.822,0.426,0
1116,10.0.2.140,192.168.1.190,23.4547,29.26,60183.19,17.02,4.94,804.01,4,2,0.714,0.258,0
1117,10.0.2.24,192.168.1.215,29.4142,64.4,40313.79,22.45,5.51,948.35,2,1,0.816,0.252,0
1118,10.0.1.102,192.168.1.216,2.3169,56.07,46545.45,14.77,6.26,1038.76,2,0,0.756,0.377,0
1119,10.0.3.188,192.168.1.214,1.7511,34.59,48949.15,25.41,4.47,887.81,6,1,0.92,0.333,0
1120,10.0.2.247,192.168.1.84,7.9807,57.81,60077.94,17.66,7.63,896.32,3,3,0.806,0.257,0
1121,10.0.1.190,192.168.1.8,12.2088,56.26,45137.1,18.24,6.97,1155.48,4,0,0.867,0.302,0
1122,10.0.3.191,192.168.1.147,7.7718,42.7,45527.55,26.09,4.21,1166.09,2,1,0.937,0.343,0
1123,10.0.1.198,192.168.1.123,16.1456,52.31,40768.42,2.89,0.74,859.49,4,34,0.784,0.411,2
1124,10.0.3.182,192.168.1.95,7.5786,598.73,997543.81,0.12,4.42,1070.56,198,1,0.739,0.83,1
1125,10.0.1.76,192.168.1.7,2.1637,655.06,1001844.11,0.35,3.86,1188.43,195,0,0.937,0.638,1
1126,10.0.1.190,192.168.1.132,15.5226,1104.57,716059.87,0.1,3.37,853.77,142,2,0.755,0.798,1
1127,10.0.1.197,192.168.1.215,16.9838,45.38,32786.46,10.14,7.35,730.15,1,3,0.907,0.306,0
1128,10.0.2.118,192.168.1.187,28.2742,52.5,45615.08,21.68,3.17,816.06,0,0,0.868,0.268,0
1129,10.0.1.236,192.168.1.246,17.1469,60.91,52501.48,24.62,3.9,734.76,1,1,0.93,0.344,0
1130,10.0.1.43,192.168.1.18,22.1789,55.84,43377.74,19.22,5.82,956.28,1,0,0.892,0.321,0
1131,10.0.2.248,192.168.1.232,23.7246,52.64,873906.61,18.51,3.33,1483.93,2,0,0.898,0.234,3
1132,10.0.1.14,192.168.1.123,12.7742,53.9,62645.08,23.88,5.17,1183.54,0,0,0.702,0.428,0
1133,10.0.4.130,192.168.1.2,12.2147,79.51,42472.39,33.31,1.96,859.35,2,0,0.894,0.4,0
1134,10.0.1.182,192.168.1.246,5.2689,58.24,50172.2,26.67,7.28,1215.26,1,1,0.831,0.232,0
1135,10.0.4.113,192.168.1.237,20.1198,64.61,1183516.31,24.44,5.89,1433.16,3,0,0.897,0.313,3
1136,10.0.3.27,192.168.1.238,23.7649,482.96,907958.28,0.45,4.8,1072.35,371,1,0.808,0.709,1
1137,10.0.3.32,192.168.1.217,8.2792,55.1,39595.33,12.71,8.45,1086.92,3,0,0.891,0.405,0
1138,10.0.4.246,192.168.1.148,16.4285,47.36,1325371.66,18.06,3.07,1472.49,1,0,0.797,0.315,3
1139,10.0.3.109,192.168.1.88,1.656,53.33,2053978.76,22.28,3.39,1488.6,0,1,0.893,0.301,3
1140,10.0.3.117,192.168.1.121,9.4868,52.01,39514.19,21.28,3.69,1013.64,3,0,0.815,0.311,0
1141,10.0.4.5,192.168.1.79,7.5172,38.56,43212.96,2.63,4.75,818.77,4,57,0.745,0.301,2
1142,10.0.3.243,192.168.1.157,10.1524,35.1,65639.61,3.43,5.92,1157.03,3,50,0.773,0.445,2
1143,10.0.4.107,192.168.1.148,18.5139,41.09,65605.53,1.38,5.94,847.89,2,49,0.784,0.288,2
1144,10.0.1.157,192.168.1.81,2.8387,52.79,59240.98,4.89,2.44,1221.92,2,38,0.822,0.262,2
1145,10.0.3.65,192.168.1.26,9.99,48.91,60317.39,12.77,7.91,974.2,3,0,0.731,0.301,0
1146,10.0.4.229,192.168.1.44,14.6549,42.66,53152.95,20.58,6.84,1269.74,2,0,0.883,0.385,0
1147,10.0.1.164,192.168.1.127,2.5828,57.96,51255.85,3.12,4.04,1173.26,0,51,0.809,0.441,2
1148,10.0.2.157,192.168.1.151,9.628,44.09,56093.15,20.28,2.75,833.45,2,2,0.858,0.201,0
1149,10.0.3.234,192.168.1.199,7.7275,1150.96,812782.02,0.69,6.28,614.86,189,0,0.765,0.557,1
1150,10.0.4.91,192.168.1.117,10.0412,35.8,1665485.64,13.8,6.92,1424.2,2,1,0.844,0.428,3
1151,10.0.3.106,192.168.1.165,12.0414,62.64,51615.95,26.43,9.32,948.67,1,2,0.832,0.202,0
1152,10.0.2.249,192.168.1.160,2.6702,55.18,43270.13,1.44,5.8,1227.85,2,39,0.88,0.396,2
1153,10.0.4.75,192.168.1.221,16.231,861.19,617368.7,0.71,4.35,1326.23,155,0,0.735,0.819,1
1154,10.0.1.99,192.168.1.179,26.0971,73.82,52274.67,23.27,1.79,1038.66,2,0,0.786,0.39,0
1155,10.0.4.74,192.168.1.35,27.4677,50.19,62095.42,27.46,3.14,1261.41,3,3,0.89,0.438,0
1156,10.0.4.174,192.168.1.113,3.5977,50.32,60876.07,23.81,8.84,1023.08,0,0,0.933,0.276,0
1157,10.0.2.225,192.168.1.61,7.6508,43.09,60404.59,19.02,4.63,907.88,1,1,0.747,0.204,0
1158,10.0.3.230,192.168.1.184,8.12,57.11,1447546.42,18.91,4.38,1460.29,1,4,0.808,0.228,3
1159,10.0.4.72,192.168.1.34,1.9823,52.27,66374.15,16.45,1.2,982.42,0,1,0.703,0.283,0
1160,10.0.3.56,192.168.1.6,2.4064,54.66,58498.89,12.89,8.63,1171.41,1,0,0.79,0.239,0
1161,10.0.1.122,192.168.1.126,17.367,25.83,1691218.03,22.17,10.09,1464.43,2,0,0.865,0.265,3
1162,10.0.4.127,192.168.1.93,10.6795,49.21,50798.57,20.06,6.35,967.68,3,2,0.927,0.274,0
1163,10.0.1.119,192.168.1.99,17.3302,1077.03,473328.41,0.73,4.62,933.22,398,0,0.783,0.84,1
1164,10.0.3.41,192.168.1.14,11.7227,47.15,40641.61,25.17,1.52,947.47,2,1,0.925,0.241,0
1165,10.0.3.24,192.168.1.77,19.5934,60.01,61823.5,18.17,6.85,780.9,1,1,0.878,0.331,0
1166,10.0.4.39,192.168.1.43,4.1065,60.35,45600.35,5.0,3.77,1093.17,2,68,0.919,0.2,2
1167,10.0.4.85,192.168.1.107,25.8873,56.65,52948.23,15.4,6.91,1046.37,3,0,0.721,0.444,0
1168,10.0.4.74,192.168.1.46,17.8254,35.97,62917.16,24.76,1.86,941.46,0,0,0.761,0.205,0
1169,10.0.2.12,192.168.1.100,7.8677,44.2,1039983.73,22.61,5.29,1437.99,2,0,0.927,0.344,3
1170,10.0.4.246,192.168.1.182,22.9142,1104.72,617508.91,1.0,3.82,1229.05,395,2,0.846,0.572,1
1171,10.0.4.72,192.168.1.94,24.268,58.27,35646.31,12.78,4.03,1215.7,4,2,0.81,0.362,0
1172,10.0.1.172,192.168.1.229,12.6616,50.69,47996.5,3.72,5.08,792.22,2,40,0.858,0.211,2
1173,10.0.2.221,192.168.1.17,1.4845,574.13,429863.23,0.25,1.79,919.77,293,1,0.916,0.867,1
1174,10.0.4.176,192.168.1.249,26.1599,37.09,60190.23,20.07,7.12,1154.0,2,2,0.946,0.416,0
1175,10.0.1.157,192.168.1.124,22.5466,57.26,1313468.93,19.23,4.71,1461.89,2,1,0.743,0.21,3
1176,10.0.2.207,192.168.1.102,12.8402,66.72,56715.42,22.17,7.44,1049.56,6,0,0.938,0.313,0
1177,10.0.2.211,192.168.1.50,10.052,930.51,668561.15,0.4,5.87,1045.28,189,0,0.906,0.879,1
1178,10.0.3.140,192.168.1.13,5.7381,51.09,39315.63,18.26,4.57,797.34,2,1,0.919,0.299,0
1179,10.0.2.84,192.168.1.241,17.8718,981.99,430182.85,0.29,5.87,1272.89,174,0,0.713,0.703,1
1180,10.0.4.33,192.168.1.100,18.7137,56.52,56824.28,16.95,7.46,835.71,1,1,0.78,0.387,0
1181,10.0.4.207,192.168.1.33,15.6086,37.37,54713.19,22.32,4.8,1011.12,1,0,0.937,0.405,0
1182,10.0.4.77,192.168.1.101,15.1185,56.22,2301960.32,23.2,6.42,1430.91,4,2,0.708,0.377,3
1183,10.0.1.214,192.168.1.162,20.2072,71.41,50144.17,20.24,3.67,1074.51,2,4,0.748,0.37,0
1184,10.0.1.42,192.168.1.170,17.3858,770.41,940800.14,0.18,3.2,899.71,285,1,0.781,0.928,1
1185,10.0.1.67,192.168.1.228,2.978,51.06,42032.6,2.13,6.16,1115.03,2,48,0.841,0.338,2
1186,10.0.4.222,192.168.1.158,7.2975,62.86,53330.02,21.63,4.43,1040.68,1,2,0.883,0.224,0
1187,10.0.1.114,192.168.1.214,17.3086,46.13,872297.09,22.14,1.95,1474.45,2,0,0.885,0.237,3
1188,10.0.2.78,192.168.1.198,5.6459,627.97,616359.11,0.25,2.15,1114.16,246,0,0.836,0.883,1
1189,10.0.1.90,192.168.1.83,15.3949,48.38,55748.28,18.58,6.8,956.35,1,2,0.733,0.359,0
1190,10.0.2.139,192.168.1.89,9.5396,49.94,2197761.05,17.76,6.24,1454.09,2,3,0.792,0.445,3
1191,10.0.4.190,192.168.1.18,14.0242,55.64,53112.92,20.82,6.22,1048.19,5,1,0.926,0.278,0
1192,10.0.1.120,192.168.1.122,25.1306,42.62,55392.1,18.33,7.16,1186.71,1,1,0.793,0.35,0
1193,10.0.3.2,192.168.1.108,28.2709,42.42,52770.11,24.04,9.31,1086.61,4,2,0.826,0.346,0
1194,10.0.2.53,192.168.1.222,15.1747,452.67,697055.67,0.3,8.92,1073.47,212,0,0.81,0.594,1
1195,10.0.4.16,192.168.1.192,4.3308,53.24,40034.72,13.44,5.98,1168.46,1,1,0.945,0.352,0
1196,10.0.1.231,192.168.1.69,23.3186,976.5,552873.95,0.98,4.34,1065.31,371,1,0.924,0.758,1
1197,10.0.3.157,192.168.1.196,21.3961,39.94,63778.63,25.53,0.93,1021.06,1,2,0.878,0.274,0
1198,10.0.2.198,192.168.1.25,2.3474,52.43,49833.36,18.25,5.47,1172.73,1,3,0.911,0.383,0
1199,10.0.2.145,192.168.1.105,19.561,739.83,819673.96,0.9,2.82,990.84,114,1,0.811,0.702,1
1200,10.0.2.176,192.168.1.16,29.0934,51.56,43457.88,22.41,3.05,931.84,1,3,0.79,0.319,0
1201,10.0.1.170,192.168.1.199,27.5138,805.97,396818.04,0.37,3.99,1189.02,162,0,0.828,0.532,1
1202,10.0.1.101,192.168.1.165,10.9714,51.36,34165.14,2.45,3.81,1200.56,1,61,0.791,0.227,2
1203,10.0.4.5,192.168.1.170,7.2714,431.13,616174.67,0.68,8.09,1066.8,206,1,0.88,0.693,1
1204,10.0.1.191,192.168.1.87,29.286,49.68,42494.03,25.42,3.97,1020.44,2,1,0.8,0.207,0
1205,10.0.2.210,192.168.1.186,9.4897,40.71,48618.2,27.91,5.75,923.48,0,2,0.791,0.439,0
1206,10.0.4.162,192.168.1.135,21.0979,38.25,15801.85,22.84,3.05,1092.06,4,1,0.785,0.387,0
1207,10.0.1.151,192.168.1.51,16.3263,35.49,45803.89,14.84,6.69,1009.13,3,1,0.817,0.242,0
1208,10.0.4.53,192.168.1.76,21.3599,58.78,1382629.83,12.38,2.59,1457.28,2,0,0.779,0.237,3
1209,10.0.2.132,192.168.1.183,22.0631,49.52,46707.11,19.92,5.83,1075.72,2,1,0.804,0.37,0
1210,10.0.4.5,192.168.1.95,29.99,41.97,66545.13,18.74,0.12,1181.51,2,1,0.867,0.215,0
1211,10.0.3.135,192.168.1.57,9.3978,46.94,47692.78,24.14,2.3,1129.2,1,0,0.851,0.426,0
1212,10.0.4.146,192.168.1.231,15.7676,49.22,1555332.22,21.87,2.55,1498.23,0,1,0.871,0.398,3
1213,10.0.2.189,192.168.1.216,1.7454,1286.37,804451.05,0.17,4.68,986.42,217,0,0.829,0.767,1
1214,10.0.3.230,192.168.1.32,25.4389,55.58,18460.1,22.49,4.37,766.77,2,0,0.838,0.433,0
1215,10.0.3.68,192.168.1.168,2.588,44.53,67897.91,1.36,5.32,944.61,1,62,0.88,0.273,2
1216,10.0.3.111,192.168.1.158,21.7752,65.91,60679.6,23.76,4.89,778.91,0,2,0.904,0.393,0
1217,10.0.2.165,192.168.1.181,3.313,46.58,40294.76,19.03,6.36,981.56,2,2,0.741,0.337,0
1218,10.0.4.36,192.168.1.232,19.2824,43.42,64588.19,18.84,5.49,1083.78,4,1,0.762,0.438,0
1219,10.0.1.109,192.168.1.16,15.1368,34.03,1639362.38,28.35,5.18,1458.47,4,0,0.91,0.245,3
1220,10.0.3.108,192.168.1.114,23.1744,49.9,47808.01,22.69,7.43,1326.76,6,1,0.899,0.31,0
1221,10.0.1.71,192.168.1.187,9.2494,46.09,1964239.55,27.5,3.62,1512.47,2,0,0.91,0.319,3
